,번호,성별,지역,독서빈도,선호도,종이책 독서량,전자책 독서량,오디오북 독서량,도서 선택 시 이용정보1,도서 선택 시 이용정보2,도서 입수경로1,도서 입수경로2,초등 선호분야1,초등 선호분야2,초등 선호분야3,중고등 선호분야1,중고등 선호분야2,중고등 선호분야3,학교 밖 도서관 이용 여부,학교 밖 주이용 도서관1,학교 밖 주이용 도서관2,월 이용횟수,연 이용횟수,이용 목적,비이용 이유,코로나 이후 종이책 독서 증감,코로나 이후 전자책 독서 증감,코로나 이후 웹소설 독서 증감,코로나 이후 오디오북 독서 증감,코로나 이후 독서량,코로나 이후 도서관 방문,코로나 이후 전자도서관 이용
1429,1430,남,서울,일주일에 한두 번,보통이다,48,1,2,"가족, 선생님, 친구 추천","드라마, 영화의 원작",학교 밖 도서관,부모님이 사다 주신다,-1,-1,-1,8,"철학, 사상, 종교",11,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
1430,1431,남,서울,일주일에 한두 번,약간 좋아한다,40,0,0,"드라마, 영화의 원작","서점, 도서관 등에서 책을 직접 보고",부모님이 사다 주신다,직접 구입,-1,-1,-1,2,수필,7,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,약간 증가,매우 감소,매우 감소,매우 감소,약간 증가,변함 없음,변함 없음
1431,1432,여,서울,매일,매우 좋아한다,20,5,4,"텔레비전이나 라디오의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",부모님이 사다 주신다,집에 있는 책,-1,-1,-1,3,"예술, 문화",2,있다,공공도서관,작은도서관,3,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,약간 증가
1432,1433,여,서울,한 달에 한두 번,보통이다,20,0,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,집에 있는 책,-1,-1,-1,2,"역사, 지리",8,없다,-1,-1,-1,-1,-1,주로 학교도서관을 이용한다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음
1433,1434,여,서울,일주일에 한두 번,매우 좋아한다,50,2,0,"가족, 선생님, 친구 추천",베스트셀러,직접 구입,부모님이 사다 주신다,-1,-1,-1,14,소설,3,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
1434,1435,여,서울,일주일에 한두 번,약간 좋아한다,40,1,0,SNS 책 소개,각종 기관의 추천도서,직접 구입,학교 밖 도서관,-1,-1,-1,2,"과학, 기술, 컴퓨터",7,있다,공공도서관,작은도서관,2,-1,독서 및 도서 대출,-1,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가
1435,1436,여,서울,매일,매우 좋아한다,65,4,1,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,집에 있는 책,부모님이 사다 주신다,-1,-1,-1,2,"철학, 사상, 종교",8,있다,공공도서관,작은도서관,-1,1,독서 및 도서 대출,-1,약간 증가,매우 감소,매우 증가,매우 감소,약간 증가,매우 감소,약간 감소
1436,1437,여,서울,한 달에 한두 번,약간 싫어한다,20,2,0,"가족, 선생님, 친구 추천",각종 기관의 추천도서,부모님이 사다 주신다,직접 구입,-1,-1,-1,12,자기계발서,4,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 증가,매우 증가,매우 증가,약간 증가,약간 증가,매우 증가,매우 증가
1437,1438,여,서울,일주일에 한두 번,약간 좋아한다,56,4,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,주위 사람에게 대여,직접 구입,-1,-1,-1,1,소설,5,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1438,1439,여,서울,일주일에 한두 번,매우 좋아한다,30,3,0,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,직접 구입,선물,-1,-1,-1,2,"어학, 외국어",7,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
1439,1440,여,서울,일주일에 한두 번,약간 좋아한다,30,10,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,부모님이 사다 주신다,-1,-1,-1,1,"연예, 오락, 스포츠, 취미, 여행 ",8,있다,공공도서관,작은도서관,-1,3,숙제에 필요한 자료조사,-1,변함 없음,약간 감소,약간 증가,변함 없음,변함 없음,변함 없음,약간 감소
1440,1441,여,서울,일주일에 한두 번,약간 싫어한다,48,0,0,기타,"서점, 도서관 등에서 책을 직접 보고",부모님이 사다 주신다,집에 있는 책,-1,-1,-1,2,기타,12,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1441,1442,여,서울,일주일에 한두 번,약간 좋아한다,20,0,0,SNS 책 소개,베스트셀러,직접 구입,집에 있는 책,-1,-1,-1,2,수필,12,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,약간 증가,약간 증가,매우 감소,변함 없음,매우 감소,매우 감소
1442,1443,여,서울,일주일에 한두 번,약간 좋아한다,45,0,0,"인터넷의 책 소개, 광고",각종 기관의 추천도서,부모님이 사다 주신다,학교 밖 도서관,-1,-1,-1,2,"예술, 문화",14,있다,공공도서관,작은도서관,1,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소
1443,1444,여,서울,매일,매우 좋아한다,20,5,0,"드라마, 영화의 원작","텔레비전이나 라디오의 책 소개, 광고",집에 있는 책,선물,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",8,있다,공공도서관,작은도서관,1,-1,독서 및 도서 대출,-1,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가
1444,1445,남,충남,일주일에 한두 번,보통이다,10,0,0,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",학교 도서관,직접 구입,-1,-1,-1,9,"정치, 사회, 시사",7,있다,공공도서관,작은도서관,-1,7,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
1445,1446,남,충남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1446,1447,남,충남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1447,1448,남,충남,한 달에 한두 번,보통이다,2,0,0,"가족, 선생님, 친구 추천",SNS 책 소개,직접 구입,부모님이 사다 주신다,-1,-1,-1,2,"직업, 취업 관련",4,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음
1448,1449,남,충남,일주일에 한두 번,보통이다,2,3,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,부모님이 사다 주신다,-1,-1,-1,2,수필,4,있다,공공도서관,-1,1,-1,시험 공부,-1,변함 없음,변함 없음,약간 증가,변함 없음,약간 증가,약간 증가,변함 없음
1449,1450,남,충남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,있다,공공도서관,-1,-1,4,시험 공부,-1,변함 없음,변함 없음,매우 감소,변함 없음,변함 없음,약간 감소,변함 없음
1450,1451,남,충남,일주일에 한두 번,보통이다,5,0,0,"인터넷의 책 소개, 광고",베스트셀러,직접 구입,부모님이 사다 주신다,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",3,있다,공공도서관,작은도서관,3,-1,시험 공부,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음
1451,1452,남,충남,일주일에 한두 번,약간 싫어한다,0,10,0,"드라마, 영화의 원작","서점, 도서관 등에서 책을 직접 보고",직접 구입,-1,-1,-1,-1,2,"예술, 문화",12,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,약간 증가,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
1452,1453,남,충남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소
1453,1454,남,충남,한 달에 한두 번,약간 좋아한다,2,0,0,"가족, 선생님, 친구 추천",베스트셀러,학교 도서관,집에 있는 책,-1,-1,-1,2,수필,4,없다,-1,-1,-1,-1,-1,주로 학교도서관을 이용한다,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음
1454,1455,여,충남,전혀 읽지 않음,보통이다,1,0,0,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 도서관,-1,-1,-1,2,기타,14,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1455,1456,여,충남,한 달에 한두 번,약간 좋아한다,7,0,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,학교 도서관,직접 구입,-1,-1,-1,12,소설,-1,있다,공공도서관,작은도서관,-1,5,시험 공부,-1,약간 증가,변함 없음,변함 없음,약간 증가,약간 증가,약간 증가,변함 없음
1456,1457,여,충남,일주일에 한두 번,보통이다,1,2,0,"드라마, 영화의 원작","유튜브, 책방송 팟캐스트의 책 소개",기타,학교 도서관,-1,-1,-1,12,소설,14,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,약간 증가,약간 증가,변함 없음,약간 증가,약간 감소,약간 감소
1457,1458,여,충남,전혀 읽지 않음,보통이다,2,0,0,"유명인, 전문가 추천",베스트셀러,직접 구입,-1,-1,-1,-1,2,수필,8,있다,공공도서관,-1,4,-1,시험 공부,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1458,1459,여,충남,한 달에 한두 번,약간 좋아한다,3,0,0,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관,직접 구입,-1,-1,-1,1,소설,3,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1459,1460,여,충남,한 달에 한두 번,약간 좋아한다,10,0,0,"유튜브, 책방송 팟캐스트의 책 소개",베스트셀러,직접 구입,학교 도서관,-1,-1,-1,2,수필,7,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
1460,1461,여,충남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1461,1462,여,충남,몇 달에 한번,매우 좋아한다,1,0,0,베스트셀러,SNS 책 소개,직접 구입,학교 밖 도서관,-1,-1,-1,2,-1,-1,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1462,1463,여,충남,매일,매우 좋아한다,40,96,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,학교 도서관,직접 구입,-1,-1,-1,2,기타,12,없다,-1,-1,-1,-1,-1,기타,약간 감소,변함 없음,약간 증가,변함 없음,약간 감소,매우 감소,변함 없음
1463,1464,남,경기,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 증가,매우 감소,매우 감소,매우 감소,약간 증가,변함 없음,매우 감소
1464,1465,남,경기,몇 달에 한번,보통이다,1,1,0,각종 기관의 추천도서,"가족, 선생님, 친구 추천",부모님이 사다 주신다,학교 도서관,3,과학,5,-1,-1,-1,있다,기타,작은도서관,-1,1,독서 및 도서 대출,-1,약간 감소,약간 감소,약간 감소,약간 감소,변함 없음,약간 감소,매우 감소
1465,1466,남,경기,매일,약간 좋아한다,2,20,0,기타,"서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관,직접 구입,9,동화/소설,12,-1,-1,-1,있다,공공도서관,-1,-1,8,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,매우 증가,약간 감소,변함 없음
1466,1467,남,경기,일주일에 한두 번,보통이다,15,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,집에 있는 책,3,취미,10,-1,-1,-1,있다,공공도서관,어린이도서관,3,-1,독서 및 도서 대출,-1,변함 없음,9,9,9,변함 없음,변함 없음,9
1467,1468,여,경기,일주일에 한두 번,매우 좋아한다,11,0,4,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,학교 밖 도서관,1,"연예, 오락, 스포츠",11,-1,-1,-1,있다,작은도서관,-1,10,-1,독서 및 도서 대출,-1,약간 증가,매우 감소,매우 감소,약간 증가,약간 증가,매우 증가,변함 없음
1468,1469,여,경기,매일,약간 좋아한다,3,47,1,"유튜브, 책방송 팟캐스트의 책 소개","인터넷의 책 소개, 광고",기타,집에 있는 책,14,동화/소설,12,-1,-1,-1,있다,공공도서관,작은도서관,-1,2,독서 및 도서 대출,-1,변함 없음,변함 없음,매우 증가,약간 감소,약간 증가,약간 감소,변함 없음
1469,1470,여,경기,일주일에 한두 번,약간 좋아한다,40,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,학교 밖 도서관,3,자기계발서,1,-1,-1,-1,있다,공공도서관,어린이도서관,5,-1,독서 및 도서 대출,-1,약간 증가,매우 감소,매우 감소,매우 감소,약간 증가,매우 증가,변함 없음
1470,1471,여,경기,일주일에 한두 번,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,있다,어린이도서관,공공도서관,-1,2,9,-1,약간 증가,9,9,9,매우 증가,매우 감소,9
1471,1472,여,경기,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1472,1473,여,경기,한 달에 한두 번,보통이다,30,0,0,"서점, 도서관 등에서 책을 직접 보고",-1,주위 사람에게 대여,집에 있는 책,11,그림책,-1,-1,-1,-1,있다,공공도서관,어린이도서관,20,-1,기타,-1,약간 감소,9,9,9,변함 없음,변함 없음,9
1473,1474,여,부산,매일,매우 좋아한다,24,3,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,학교 도서관,-1,-1,-1,2,"과학, 기술, 컴퓨터",13,있다,작은도서관,공공도서관,1,-1,숙제에 필요한 자료조사,-1,매우 증가,변함 없음,매우 증가,변함 없음,매우 증가,약간 증가,변함 없음
1474,1475,여,부산,매일,보통이다,5,60,0,SNS 책 소개,"인터넷의 책 소개, 광고",직접 구입,-1,-1,-1,-1,2,"과학, 기술, 컴퓨터",12,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,매우 증가,매우 증가,변함 없음,매우 증가,변함 없음,변함 없음
1475,1476,여,부산,일주일에 한두 번,약간 좋아한다,8,24,0,SNS 책 소개,"서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 도서관,-1,-1,-1,2,"직업, 취업 관련",14,있다,작은도서관,공공도서관,18,-1,독서 및 도서 대출,-1,약간 감소,매우 증가,약간 증가,매우 감소,매우 증가,약간 증가,매우 감소
1476,1477,여,부산,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소
1477,1478,여,부산,일주일에 한두 번,약간 좋아한다,8,24,0,SNS 책 소개,"서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 도서관,-1,-1,-1,2,"직업, 취업 관련",14,있다,작은도서관,공공도서관,18,-1,독서 및 도서 대출,-1,약간 감소,매우 증가,약간 증가,매우 감소,매우 증가,변함 없음,매우 감소
1478,1479,여,부산,일주일에 한두 번,보통이다,12,20,0,"가족, 선생님, 친구 추천","인터넷의 책 소개, 광고",학교 도서관,주위 사람에게 대여,-1,-1,-1,2,"예술, 문화",9,있다,작은도서관,공공도서관,4,-1,독서 및 도서 대출,-1,변함 없음,약간 증가,매우 증가,변함 없음,약간 증가,변함 없음,변함 없음
1479,1480,여,부산,한 달에 한두 번,매우 좋아한다,5,20,0,기타,"인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",8,없다,-1,-1,-1,-1,-1,읽을 만한 책이 없다,약간 증가,약간 감소,매우 증가,변함 없음,약간 증가,약간 증가,변함 없음
1480,1481,여,부산,매일,약간 좋아한다,14,21,0,"드라마, 영화의 원작",베스트셀러,부모님이 사다 주신다,집에 있는 책,-1,-1,-1,12,"과학, 기술, 컴퓨터",2,있다,작은도서관,공공도서관,2,-1,시험 공부,-1,약간 증가,매우 증가,매우 증가,변함 없음,매우 증가,변함 없음,변함 없음
1481,1482,여,부산,한 달에 한두 번,약간 좋아한다,50,20,5,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,집에 있는 책,직접 구입,-1,-1,-1,2,"역사, 지리",15,없다,-1,-1,-1,-1,-1,주로 학교도서관을 이용한다,변함 없음,매우 증가,약간 증가,약간 증가,변함 없음,약간 감소,약간 감소
