,번호,지역,나이,성별,독서빈도,선호도,종이책 독서량,전자책 독서량,오디오북 독서량,도서 선택 시 이용정보1,도서 선택 시 이용정보2,도서 입수경로1,도서 입수경로2,종이책 선호분야1,종이책 선호분야2,전자책 선호분야1,전자책 선호분야2,오디오북 선호분야1,오디오북 선호분야2,지난 1년 도서관 이용여부,주이용 도서관1,주이용 도서관2,월 이용빈도,연 이용빈도,이용목적,비이용 이유,코로나 이후 종이책 독서 증감,코로나 이후 전자책 독서 증감,코로나 이후 웹소설 독서 증감,코로나 이후 오디오북 독서 증감,코로나 이후 독서량,코로나 이후 도서관 방문,코로나 이후 전자도서관 이용,전자책 이용이유1,전자책 이용이유2,전자책 이용방식1,전자책 이용방식2
4241,4242,충남,37,여,일주일에 한두 번,보통이다,0,1,0,베스트셀러,"유튜브, 책방송 팟캐스트의 책 소개",주위 사람에게 대여,직접 구입,-1,-1,"취미, 오락, 여행, 건강",소설,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,보관과 휴대가 편리해서,종이책에 없는 콘텐츠여서,무료 이용,구매 이용
4242,4243,충남,34,남,일주일에 한두 번,보통이다,1,1,0,베스트셀러,"텔레비전이나 라디오의 책 소개, 광고",주위 사람에게 대여,직접 구입,"역사, 지리","어학, 외국어","가정, 육아, 요리",소설,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,약간 감소,보관과 휴대가 편리해서,정기구독 서비스로 무제한 이용이 가능해서,구매 이용,정기구독 이용
4243,4244,충남,74,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,이용 절차가 까다롭다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4244,4245,충남,63,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4245,4246,충남,75,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4246,4247,충남,54,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4247,4248,충남,22,여,일주일에 한두 번,보통이다,1,2,0,"드라마, 영화의 원작","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,소설,수필,"예술, 문화","가정, 육아, 요리",-1,-1,있다,공공도서관,대학도서관,3,-1,"공부, 학습",-1,변함 없음,약간 증가,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,인터넷이나 앱으로 손쉽게 접할 수 있어서,종이책에 없는 콘텐츠여서,무료 이용,구매 이용
4248,4249,충남,28,남,한 달에 한두 번,약간 싫어한다,3,0,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,선물,직접 구입,자기계발서,수필,-1,-1,-1,-1,있다,공공도서관,-1,14,-1,"공부, 학습",-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4249,4250,충남,38,남,매일,약간 좋아한다,0,3,0,베스트셀러,"드라마, 영화의 원작",주위 사람에게 대여,직접 구입,-1,-1,소설,"취미, 오락, 여행, 건강",-1,-1,없다,-1,-1,-1,-1,-1,읽을 만한 책이 없다,변함 없음,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,약간 감소,보관과 휴대가 편리해서,무료로 이용할 수 있어서,구매 이용,무료 이용
4250,4251,충남,59,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시설이 낡아서 쾌적하지 않다,약간 감소,약간 감소,약간 감소,변함 없음,변함 없음,약간 감소,약간 감소,-1,-1,-1,-1
4251,4252,충남,37,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4252,4253,충남,26,여,한 달에 한두 번,매우 싫어한다,4,0,0,"인터넷의 책 소개, 광고",각종 기관 추천도서,직접 구입,-1,소설,수필,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4253,4254,충남,68,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4254,4255,충남,37,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4255,4256,충남,72,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4256,4257,충남,46,여,한 달에 한두 번,약간 싫어한다,0,2,0,베스트셀러,SNS 책 소개,주위 사람에게 대여,집에 있는 책,-1,-1,"가정, 육아, 요리","예술, 문화",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,정기구독 서비스로 무제한 이용이 가능해서,종이책에 없는 콘텐츠여서,정기구독 이용,무료 이용
4257,4258,충남,53,남,일주일에 한두 번,약간 싫어한다,0,1,0,"유명인, 전문가 추천","가족, 친구 추천",직장 비치,주위 사람에게 대여,-1,-1,"경제, 경영","철학, 사상, 종교",-1,-1,없다,-1,-1,-1,-1,-1,시설이 낡아서 쾌적하지 않다,변함 없음,약간 증가,변함 없음,약간 감소,변함 없음,약간 감소,약간 감소,부담 없이 즐길 수 있어서,무료로 이용할 수 있어서,구매 이용,무료 이용
4258,4259,충남,30,여,한 달에 한두 번,약간 싫어한다,2,0,0,"인터넷의 책 소개, 광고",베스트셀러,직접 구입,-1,수필,"취미, 오락, 여행, 건강",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4259,4260,충남,42,여,한 달에 한두 번,약간 싫어한다,1,1,0,베스트셀러,"신문이나 잡지의 책 소개, 광고",직접 구입,직장 비치,"취미, 오락, 여행, 건강",-1,"가정, 육아, 요리","취미, 오락, 여행, 건강",-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,보관과 휴대가 편리해서,종이책보다 가격이 저렴해서,구매 이용,무료 이용
4260,4261,충남,23,남,매일,보통이다,0,1,0,베스트셀러,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,-1,-1,소설,"취미, 오락, 여행, 건강",-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,보관과 휴대가 편리해서,무료로 이용할 수 있어서,무료 이용,대여 이용
4261,4262,충남,57,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4262,4263,충남,38,여,일주일에 한두 번,보통이다,2,1,0,베스트셀러,"신문이나 잡지의 책 소개, 광고",주위 사람에게 대여,직접 구입,"가정, 육아, 요리",수필,"예술, 문화","철학, 사상, 종교",-1,-1,없다,-1,-1,-1,-1,-1,이용 절차가 까다롭다,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,종이책에 없는 콘텐츠여서,보관과 휴대가 편리해서,정기구독 이용,무료 이용
4263,4264,충남,46,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,개관 시간이 짧다,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4264,4265,충남,59,여,일주일에 한두 번,보통이다,0,1,0,베스트셀러,"가족, 친구 추천",주위 사람에게 대여,집에 있는 책,-1,-1,"예술, 문화","정치, 사회, 시사",-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,약간 감소,변함 없음,약간 증가,변함 없음,약간 증가,종이책에 없는 콘텐츠여서,시간과 장소에 관계없이 이용할 수 있어서,구매 이용,무료 이용
4265,4266,충남,48,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4266,4267,충남,40,여,일주일에 한두 번,보통이다,3,1,0,"신문이나 잡지의 책 소개, 광고","텔레비전이나 라디오의 책 소개, 광고",주위 사람에게 대여,직접 구입,소설,수필,"예술, 문화","가정, 육아, 요리",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,보관과 휴대가 편리해서,무료로 이용할 수 있어서,무료 이용,대여 이용
4267,4268,충남,76,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4268,4269,충남,60,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4269,4270,충남,35,여,일주일에 한두 번,약간 좋아한다,3,3,0,베스트셀러,"신문이나 잡지의 책 소개, 광고",직접 구입,집에 있는 책,수필,"취미, 오락, 여행, 건강","경제, 경영","취미, 오락, 여행, 건강",-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,좋아하는 콘텐츠가 많아서,보관과 휴대가 편리해서,무료 이용,대여 이용
4270,4271,충남,68,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4271,4272,충남,70,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4272,4273,충남,46,여,일주일에 한두 번,약간 좋아한다,3,2,0,"드라마, 영화의 원작",SNS 책 소개,주위 사람에게 대여,직접 구입,소설,수필,소설,"가정, 육아, 요리",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,보관과 휴대가 편리해서,무료로 이용할 수 있어서,무료 이용,-1
4273,4274,충남,27,여,한 달에 한두 번,보통이다,4,0,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관 추천도서,직접 구입,선물,소설,"취미, 오락, 여행, 건강",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,-1,-1,-1,-1
4274,4275,충남,25,남,일주일에 한두 번,보통이다,4,3,0,"드라마, 영화의 원작",베스트셀러,직접 구입,주위 사람에게 대여,"취미, 오락, 여행, 건강","가정, 육아, 요리",소설,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,좋아하는 콘텐츠가 많아서,보관과 휴대가 편리해서,무료 이용,구매 이용
4275,4276,충남,48,남,매일,약간 싫어한다,0,8,0,각종 기관 추천도서,베스트셀러,직접 구입,-1,-1,-1,소설,"역사, 지리",-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,보관과 휴대가 편리해서,무료로 이용할 수 있어서,무료 이용,구매 이용
4276,4277,충남,54,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,약간 증가,-1,-1,-1,-1
4277,4278,충남,47,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4278,4279,충남,34,남,매일,보통이다,1,2,0,"드라마, 영화의 원작",베스트셀러,주위 사람에게 대여,직접 구입,"역사, 지리",자기계발서,소설,"가정, 육아, 요리",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,정기구독 서비스로 무제한 이용이 가능해서,시간과 장소에 관계없이 이용할 수 있어서,무료 이용,구매 이용
4279,4280,충남,73,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4280,4281,충남,24,남,일주일에 한두 번,약간 좋아한다,5,15,0,"인터넷의 책 소개, 광고","가족, 친구 추천",직접 구입,주위 사람에게 대여,"철학, 사상, 종교",소설,"철학, 사상, 종교",소설,-1,-1,있다,대학도서관,-1,-1,3,"공부, 학습",-1,약간 감소,약간 증가,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,무료로 이용할 수 있어서,무료 이용,-1
4281,4282,충남,37,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4282,4283,충남,63,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4283,4284,충남,39,여,일주일에 한두 번,약간 좋아한다,24,0,0,베스트셀러,"인터넷의 책 소개, 광고",직접 구입,선물,"정치, 사회, 시사","역사, 지리",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,개관 시간이 짧다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4284,4285,충남,67,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4285,4286,충남,55,여,한 달에 한두 번,약간 좋아한다,6,0,0,"가족, 친구 추천","신문이나 잡지의 책 소개, 광고",직접 구입,집에 있는 책,소설,"역사, 지리",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4286,4287,충남,49,여,한 달에 한두 번,보통이다,12,0,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,집에 있는 책,소설,"취미, 오락, 여행, 건강",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4287,4288,충남,27,여,일주일에 한두 번,보통이다,9,15,0,"가족, 친구 추천","인터넷의 책 소개, 광고",직접 구입,선물,"철학, 사상, 종교",소설,"철학, 사상, 종교",소설,-1,-1,없다,-1,-1,-1,-1,-1,개관 시간이 짧다,약간 감소,약간 증가,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,부담 없이 즐길 수 있어서,종이책보다 가격이 저렴해서,무료 이용,대여 이용
4288,4289,충남,54,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4289,4290,충남,44,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4290,4291,충남,50,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4291,4292,충남,35,남,한 달에 한두 번,보통이다,7,0,0,"인터넷의 책 소개, 광고","유명인, 전문가 추천",집에 있는 책,직접 구입,소설,"정치, 사회, 시사",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4292,4293,충남,65,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4293,4294,충남,34,여,일주일에 한두 번,보통이다,20,0,0,"인터넷의 책 소개, 광고","가족, 친구 추천",직접 구입,선물,소설,수필,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,개관 시간이 짧다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4294,4295,충남,67,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4295,4296,충남,25,남,일주일에 한두 번,보통이다,4,10,0,"인터넷의 책 소개, 광고","가족, 친구 추천",직접 구입,주위 사람에게 대여,소설,"취미, 오락, 여행, 건강",소설,"취미, 오락, 여행, 건강",-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,약간 증가,약간 증가,변함 없음,변함 없음,약간 감소,변함 없음,부담 없이 즐길 수 있어서,시간과 장소에 관계없이 이용할 수 있어서,무료 이용,-1
4296,4297,충남,23,남,일주일에 한두 번,보통이다,5,15,0,"가족, 친구 추천",베스트셀러,직접 구입,집에 있는 책,소설,"철학, 사상, 종교",소설,"철학, 사상, 종교",-1,-1,있다,대학도서관,공공도서관,-1,3,자료조사,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,좋아하는 콘텐츠가 많아서,무료 이용,구매 이용
4297,4298,충남,50,남,한 달에 한두 번,보통이다,5,0,0,베스트셀러,"인터넷의 책 소개, 광고",직접 구입,집에 있는 책,"철학, 사상, 종교","경제, 경영",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4298,4299,충남,73,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
